,annotator,image,label,pk,x,y
40,rick,ERR20160320123115_001.jpg,Target cell,1301,2538,378
41,rick,ERR20160320123115_001.jpg,Target cell,1300,2637,385
42,rick,ERR20160320123115_001.jpg,Target cell,1299,2738,658
43,rick,ERR20160320123115_001.jpg,Target cell,1298,2810,1189
44,rick,ERR20160320123115_001.jpg,Target cell,1297,2720,1288
45,rick,ERR20160320123115_001.jpg,Target cell,1296,2790,1875
46,rick,ERR20160320123115_001.jpg,Target cell,1295,2567,2213
47,rick,ERR20160320123115_001.jpg,Target cell,1294,1883,2781
48,rick,ERR20160320123115_001.jpg,Target cell,1293,916,2719
49,rick,ERR20160320123115_001.jpg,Target cell,1292,1312,2772
50,rick,ERR20160320123115_001.jpg,Target cell,1291,1832,2458
51,rick,ERR20160320123115_001.jpg,Target cell,1290,1849,2348
52,rick,ERR20160320123115_001.jpg,Target cell,1289,2180,1848
53,rick,ERR20160320123115_001.jpg,Target cell,1288,2136,1697
54,rick,ERR20160320123115_001.jpg,Target cell,1287,2174,1443
55,rick,ERR20160320123115_001.jpg,Target cell,1286,2074,1335
56,rick,ERR20160320123115_001.jpg,Target cell,1285,2171,1359
57,rick,ERR20160320123115_001.jpg,Target cell,1284,2473,1491
58,rick,ERR20160320123115_001.jpg,Target cell,1283,2836,1409
59,rick,ERR20160320123115_001.jpg,Target cell,1282,2742,1246
60,rick,ERR20160320123115_001.jpg,Target cell,1281,2527,876
61,rick,ERR20160320123115_001.jpg,Target cell,1280,2414,1003
62,rick,ERR20160320123115_001.jpg,Target cell,1279,2006,941
63,rick,ERR20160320123115_001.jpg,Target cell,1278,1974,513
64,rick,ERR20160320123115_001.jpg,Target cell,1277,1634,715
65,rick,ERR20160320123115_001.jpg,Target cell,1276,1626,628
66,rick,ERR20160320123115_001.jpg,Target cell,1275,1620,453
67,rick,ERR20160320123115_001.jpg,Target cell,1273,1258,737
68,rick,ERR20160320123115_001.jpg,Target cell,1272,1207,630
69,rick,ERR20160320123115_001.jpg,Target cell,1271,402,580
70,rick,ERR20160320123115_001.jpg,Target cell,1270,546,576
71,rick,ERR20160320123115_001.jpg,Target cell,1269,769,620
72,rick,ERR20160320123115_001.jpg,Target cell,1268,953,700
73,rick,ERR20160320123115_001.jpg,Target cell,1267,728,821
74,rick,ERR20160320123115_001.jpg,Target cell,1266,558,855
75,rick,ERR20160320123115_001.jpg,Target cell,1265,292,970
76,rick,ERR20160320123115_001.jpg,Target cell,1264,432,916
77,rick,ERR20160320123115_001.jpg,Target cell,1263,1039,1152
78,rick,ERR20160320123115_001.jpg,Target cell,1262,1050,1378
79,rick,ERR20160320123115_001.jpg,Target cell,1261,559,1448
80,rick,ERR20160320123115_001.jpg,Target cell,1260,153,1430
81,rick,ERR20160320123115_001.jpg,Target cell,1259,404,1389
82,rick,ERR20160320123115_001.jpg,Target cell,1258,441,1763
83,rick,ERR20160320123115_001.jpg,Target cell,1257,146,1743
84,rick,ERR20160320123115_001.jpg,Target cell,1256,279,1835
85,rick,ERR20160320123115_001.jpg,Target cell,1255,156,1958
86,rick,ERR20160320123115_001.jpg,Target cell,1254,141,2003
87,rick,ERR20160320123115_001.jpg,Target cell,1253,948,2382
88,rick,ERR20160320123115_001.jpg,Target cell,1252,989,2575
89,rick,ERR20160320123115_001.jpg,Target cell,1251,1259,2612
90,rick,ERR20160320123115_001.jpg,Target cell,1250,1168,2617
91,rick,ERR20160320123115_001.jpg,Target cell,1249,702,2615
92,rick,ERR20160320123115_001.jpg,Target cell,1248,446,2567
93,rick,ERR20160320123115_001.jpg,Target cell,1247,391,2556
94,rick,ERR20160320123115_001.jpg,Target cell,1246,464,2457
95,rick,ERR20160320123115_001.jpg,Target cell,1245,358,2430
96,rick,ERR20160320123115_001.jpg,Target cell,1244,346,2330
97,rick,ERR20160320123115_001.jpg,Target cell,1243,843,2085
98,rick,ERR20160320123115_001.jpg,Target cell,1242,957,2106
99,rick,ERR20160320123115_001.jpg,Target cell,1241,1146,1810
100,rick,ERR20160320123115_001.jpg,Target cell,1240,1158,1887
101,rick,ERR20160320123115_001.jpg,Target cell,1239,1004,1835
102,rick,ERR20160320123115_001.jpg,Target cell,1238,1008,1886
103,rick,ERR20160320123115_001.jpg,Target cell,1237,679,1840
104,rick,ERR20160320123115_001.jpg,Target cell,1236,446,1961
105,rick,ERR20160320123115_001.jpg,Target cell,1235,513,2009
106,rick,ERR20160320123115_001.jpg,Target cell,1234,699,1998
107,tommy,ERR20160406063948_001.jpg,Echinocyte,2246,1737,1944
108,tommy,ERR20160406063948_001.jpg,Echinocyte,2245,2532,2058
109,tommy,ERR20160406063948_001.jpg,Echinocyte,2244,78,661
110,tommy,ERR20160406063948_001.jpg,Echinocyte,2243,135,704
111,tommy,ERR20160406063948_001.jpg,Schistocyte,2242,338,628
112,tommy,ERR20160406063948_001.jpg,Echinocyte,2240,662,199
113,tommy,ERR20160406063948_001.jpg,Echinocyte,2239,655,78
114,tommy,ERR20160406063948_001.jpg,Echinocyte,2238,2222,444
115,tommy,ERR20160406063948_001.jpg,Echinocyte,2237,1915,259
116,tommy,ERR20160406063948_001.jpg,Schistocyte,2236,2178,291
117,tommy,ERR20160406063948_001.jpg,Echinocyte,2235,1578,235
118,rick,ERR20160406063948_001.jpg,Acanthocyte,1758,260,1720
119,rick,ERR20160406063948_001.jpg,Acanthocyte,1757,1090,1002
120,rick,ERR20160406063948_001.jpg,Acanthocyte,1756,1366,1712
121,rick,ERR20160406063948_001.jpg,Schistocyte,1755,296,231
122,rick,ERR20160406063948_001.jpg,Schistocyte,1754,802,80
123,rick,ERR20160406063948_001.jpg,Acanthocyte,1753,1080,353
124,rick,ERR20160406063948_001.jpg,Acanthocyte,1752,1143,459
125,rick,ERR20160406063948_001.jpg,Schistocyte,1751,928,587
126,rick,ERR20160406063948_001.jpg,Acanthocyte,1750,1259,723
127,rick,ERR20160406063948_001.jpg,Acanthocyte,1749,2012,1503
128,rick,ERR20160406063948_001.jpg,Acanthocyte,1748,734,754
129,rick,ERR20160406063948_001.jpg,Acanthocyte,1747,690,385
130,rick,ERR20160406063948_001.jpg,Acanthocyte,1746,372,959
131,rick,ERR20160406063948_001.jpg,Acanthocyte,1745,33,1445
132,rick,ERR20160406063948_001.jpg,Acanthocyte,1744,218,1774
133,rick,ERR20160406063948_001.jpg,Acanthocyte,1743,1437,2223
134,rick,ERR20160406063948_001.jpg,Acanthocyte,1742,2421,2680
135,rick,ERR20160406063948_001.jpg,Acanthocyte,1741,2806,1762
136,rick,ERR20160406063948_001.jpg,Acanthocyte,1740,2621,1710
137,rick,ERR20160406063948_001.jpg,Acanthocyte,1739,2822,1410
138,rick,ERR20160406063948_001.jpg,Acanthocyte,1738,2781,1245
139,rick,ERR20160406063948_001.jpg,Acanthocyte,1737,2682,925
140,rick,ERR20160406063948_001.jpg,Acanthocyte,1736,2813,864
141,rick,ERR20160406063948_001.jpg,Acanthocyte,1735,2764,679
142,rick,ERR20160406063948_001.jpg,Acanthocyte,1734,2406,512
143,rick,ERR20160406063948_001.jpg,Acanthocyte,1733,2607,361
144,rick,ERR20160406063948_001.jpg,Acanthocyte,1732,2057,842
145,rick,ERR20160406063948_001.jpg,Acanthocyte,1731,1077,98
146,rick,ERR20160406063948_001.jpg,Acanthocyte,1730,262,629
147,rick,ERR20160406063948_001.jpg,Acanthocyte,1729,312,687
148,rick,ERR20160406063948_001.jpg,Acanthocyte,1728,558,783
149,rick,ERR20160406063948_001.jpg,Acanthocyte,1727,684,978
150,rick,ERR20160406063948_001.jpg,Acanthocyte,1726,849,1034
151,rick,ERR20160406063948_001.jpg,Acanthocyte,1725,1350,1123
152,rick,ERR20160406063948_001.jpg,Acanthocyte,1724,1919,1108
153,rick,ERR20160406063948_001.jpg,Acanthocyte,1723,1842,1512
154,rick,ERR20160406063948_001.jpg,Acanthocyte,1722,1969,1837
155,rick,ERR20160406063948_001.jpg,Acanthocyte,1721,2387,2085
156,rick,ERR20160406063948_001.jpg,Acanthocyte,1720,1813,2220
157,rick,ERR20160406063948_001.jpg,Acanthocyte,1719,1882,2277
158,rick,ERR20160406063948_001.jpg,Acanthocyte,1718,1723,2444
159,rick,ERR20160406063948_001.jpg,Acanthocyte,1717,1612,2610
160,rick,ERR20160406063948_001.jpg,Acanthocyte,1716,1256,2653
161,rick,ERR20160406063948_001.jpg,Acanthocyte,1715,1108,2739
162,rick,ERR20160406063948_001.jpg,Acanthocyte,1714,983,2637
163,rick,ERR20160406063948_001.jpg,Acanthocyte,1713,1036,2622
164,rick,ERR20160406063948_001.jpg,Acanthocyte,1712,1060,2590
165,rick,ERR20160406063948_001.jpg,Acanthocyte,1711,1088,2648
166,rick,ERR20160406063948_001.jpg,Acanthocyte,1710,753,2843
167,rick,ERR20160406063948_001.jpg,Acanthocyte,1709,717,2382
168,rick,ERR20160406063948_001.jpg,Acanthocyte,1708,399,2007
169,rick,ERR20160406063948_001.jpg,Acanthocyte,1707,1562,1445
170,rick,ERR20160406063948_001.jpg,Acanthocyte,1706,1950,1135
171,tommy,ERR20160320122826_001.jpg,Schistocyte,2198,386,80
172,tommy,ERR20160320122826_001.jpg,Schistocyte,2197,810,300
173,tommy,ERR20160320122826_001.jpg,Target cell,2196,2113,92
174,tommy,ERR20160320122826_001.jpg,Target cell,2195,2373,187
175,tommy,ERR20160320122826_001.jpg,Schistocyte,2194,2808,842
176,tommy,ERR20160320122826_001.jpg,Schistocyte,2193,1693,1190
177,tommy,ERR20160320122826_001.jpg,Schistocyte,2192,2793,2434
178,tommy,ERR20160320122826_001.jpg,Schistocyte,2191,2765,2565
179,tommy,ERR20160320122826_001.jpg,Schistocyte,2190,948,2746
180,tommy,ERR20160320122826_001.jpg,Schistocyte,2189,573,2192
181,tommy,ERR20160320122826_001.jpg,Schistocyte,2188,865,1780
182,tommy,ERR20160320122826_001.jpg,Schistocyte,2187,622,1235
183,tommy,ERR20160320122826_001.jpg,Schistocyte,2186,495,859
184,tommy,ERR20160320122826_001.jpg,Schistocyte,2185,506,985
185,rick,ERR20160320122826_001.jpg,Target cell,1233,2770,2124
186,rick,ERR20160320122826_001.jpg,Target cell,1232,2513,1840
187,rick,ERR20160320122826_001.jpg,Target cell,1231,2038,1770
188,rick,ERR20160320122826_001.jpg,Target cell,1230,2517,1645
189,rick,ERR20160320122826_001.jpg,Target cell,1229,2432,1535
190,rick,ERR20160320122826_001.jpg,Target cell,1228,2320,1219
191,rick,ERR20160320122826_001.jpg,Target cell,1227,1872,786
192,rick,ERR20160320122826_001.jpg,Target cell,1226,1906,1241
193,rick,ERR20160320122826_001.jpg,Target cell,1225,1663,1065
194,rick,ERR20160320122826_001.jpg,Target cell,1224,1083,512
195,rick,ERR20160320122826_001.jpg,Target cell,1223,818,533
196,rick,ERR20160320122826_001.jpg,Target cell,1222,473,620
197,rick,ERR20160320122826_001.jpg,Target cell,1221,743,776
198,rick,ERR20160320122826_001.jpg,Target cell,1220,919,1081
199,rick,ERR20160320122826_001.jpg,Target cell,1219,36,1448
200,rick,ERR20160320122826_001.jpg,Target cell,1218,393,1512
201,rick,ERR20160320122826_001.jpg,Target cell,1217,441,1540
202,rick,ERR20160320122826_001.jpg,Target cell,1216,185,2101
203,rick,ERR20160320122826_001.jpg,Target cell,1215,228,2130
204,rick,ERR20160320122826_001.jpg,Target cell,1214,422,2751
205,rick,ERR20160320122826_001.jpg,Target cell,1213,450,2663
206,rick,ERR20160320122826_001.jpg,Target cell,1212,218,2536
207,rick,ERR20160320122826_001.jpg,Target cell,1211,287,2238
208,rick,ERR20160320122826_001.jpg,Target cell,1210,489,2315
209,rick,ERR20160320122826_001.jpg,Target cell,1209,636,2441
210,rick,ERR20160320122826_001.jpg,Target cell,1208,1024,2559
211,rick,ERR20160320122826_001.jpg,Target cell,1207,954,2203
212,rick,ERR20160320122826_001.jpg,Target cell,1206,1478,1933
213,rick,ERR20160320122826_001.jpg,Schistocyte,1205,1701,2050
214,rick,ERR20160320122826_001.jpg,Schistocyte,1204,1861,1881
215,rick,ERR20160320122826_001.jpg,Schistocyte,1203,1611,1626
216,rick,ERR20160320122826_001.jpg,Schistocyte,1202,1545,1692
217,rick,ERR20160320122826_001.jpg,Schistocyte,1201,1414,1913
218,rick,ERR20160320122826_001.jpg,Schistocyte,1200,1001,1396
219,rick,ERR20160320122826_001.jpg,Schistocyte,1199,723,1531
220,rick,ERR20160320122826_001.jpg,Schistocyte,1198,685,1390
221,rick,ERR20160320122826_001.jpg,Schistocyte,1197,1019,1938
222,rick,ERR20160320122826_001.jpg,Schistocyte,1196,864,1787
223,rick,ERR20160320122826_001.jpg,Target cell,1195,778,1937
224,rick,ERR20160320122826_001.jpg,Target cell,1194,678,1848
225,rick,ERR20160320122826_001.jpg,Target cell,1193,634,1800
226,rick,ERR20160320122826_001.jpg,Target cell,1192,1054,1535
227,rick,ERR20160320122826_001.jpg,Target cell,1191,723,1692
228,rick,ERR20160320122826_001.jpg,Target cell,1190,928,1624
229,rick,ERR20160320122826_001.jpg,Target cell,1189,1070,1636
230,rick,ERR20160320122826_001.jpg,Target cell,1188,1893,1385
231,rick,ERR20160320122826_001.jpg,Target cell,1187,1838,1410
232,rick,ERR20160320122826_001.jpg,Target cell,1186,1714,1677
233,rick,ERR20160320122826_001.jpg,Target cell,1185,1613,1824
234,rick,ERR20160320122826_001.jpg,Target cell,1184,1467,1294
235,rick,ERR20160320122826_001.jpg,Target cell,1183,1363,1282
236,rick,ERR20160320122826_001.jpg,Target cell,1182,1401,1500
237,rick,ERR20160320122826_001.jpg,Target cell,1181,1742,1477
238,tommy,ERR20160406063658_001.jpg,Echinocyte,2234,1971,1135
239,tommy,ERR20160406063658_001.jpg,Schistocyte,2233,1719,1178
240,tommy,ERR20160406063658_001.jpg,Schistocyte,2232,2003,1109
241,tommy,ERR20160406063658_001.jpg,Echinocyte,2231,2424,187
242,tommy,ERR20160406063658_001.jpg,Dacrocyte,2230,2383,438
243,tommy,ERR20160406063658_001.jpg,Schistocyte,2229,2608,567
244,tommy,ERR20160406063658_001.jpg,Schistocyte,2228,2248,614
245,tommy,ERR20160406063658_001.jpg,Schistocyte,2227,1357,637
246,tommy,ERR20160406063658_001.jpg,Schistocyte,2226,577,103
247,tommy,ERR20160406063658_001.jpg,Schistocyte,2225,1005,768
248,tommy,ERR20160406063658_001.jpg,Schistocyte,2224,1083,624
249,tommy,ERR20160406063658_001.jpg,Schistocyte,2223,351,2604
250,tommy,ERR20160406063658_001.jpg,Schistocyte,2222,1627,1869
251,tommy,ERR20160406063658_001.jpg,Schistocyte,2221,1031,1774
252,tommy,ERR20160406063658_001.jpg,Schistocyte,2220,407,1850
253,tommy,ERR20160406063658_001.jpg,Schistocyte,2219,1314,1975
254,tommy,ERR20160406063658_001.jpg,Schistocyte,2218,1174,2090
255,tommy,ERR20160406063658_001.jpg,Schistocyte,2217,535,2353
256,tommy,ERR20160406063658_001.jpg,Schistocyte,2216,681,2390
257,tommy,ERR20160406063658_001.jpg,Schistocyte,2215,1445,2543
258,tommy,ERR20160406063658_001.jpg,Schistocyte,2214,2114,2508
259,tommy,ERR20160406063658_001.jpg,Echinocyte,2213,2513,2233
260,tommy,ERR20160406063658_001.jpg,Schistocyte,2212,1539,1722
261,tommy,ERR20160406063658_001.jpg,Dacrocyte,2211,1974,1784
262,tommy,ERR20160406063658_001.jpg,Dacrocyte,2210,1630,1789
263,tommy,ERR20160406063658_001.jpg,Schistocyte,2208,1665,1210
264,tommy,ERR20160406063658_001.jpg,Schistocyte,2207,2703,607
265,tommy,ERR20160406063658_001.jpg,Schistocyte,2206,1990,240
266,tommy,ERR20160406063658_001.jpg,Schistocyte,2205,1949,397
267,rick,ERR20160406063658_001.jpg,Target cell,1705,417,391
268,rick,ERR20160406063658_001.jpg,Schistocyte,1704,579,99
269,rick,ERR20160406063658_001.jpg,Schistocyte,1703,1440,136
270,rick,ERR20160406063658_001.jpg,Schistocyte,1702,1784,101
271,rick,ERR20160406063658_001.jpg,Dacrocyte,1701,2381,445
272,rick,ERR20160406063658_001.jpg,Schistocyte,1700,1982,235
273,rick,ERR20160406063658_001.jpg,Schistocyte,1699,1945,395
274,rick,ERR20160406063658_001.jpg,Schistocyte,1698,598,743
275,rick,ERR20160406063658_001.jpg,Schistocyte,1697,427,746
276,rick,ERR20160406063658_001.jpg,Schistocyte,1696,691,1072
277,rick,ERR20160406063658_001.jpg,Schistocyte,1695,1492,903
278,rick,ERR20160406063658_001.jpg,Schistocyte,1694,1767,954
279,rick,ERR20160406063658_001.jpg,Schistocyte,1693,1667,1204
280,rick,ERR20160406063658_001.jpg,Schistocyte,1692,1720,1179
281,rick,ERR20160406063658_001.jpg,Schistocyte,1691,2004,1109
282,rick,ERR20160406063658_001.jpg,Schistocyte,1690,2760,1155
283,rick,ERR20160406063658_001.jpg,Schistocyte,1689,2382,1387
284,rick,ERR20160406063658_001.jpg,Schistocyte,1688,2682,1226
285,rick,ERR20160406063658_001.jpg,Schistocyte,1687,843,1286
286,rick,ERR20160406063658_001.jpg,Target cell,1686,829,1393
287,rick,ERR20160406063658_001.jpg,Target cell,1685,538,1335
288,rick,ERR20160406063658_001.jpg,Target cell,1684,644,1315
289,rick,ERR20160406063658_001.jpg,Target cell,1683,492,1213
290,rick,ERR20160406063658_001.jpg,Target cell,1682,558,1211
291,rick,ERR20160406063658_001.jpg,Target cell,1681,440,1232
292,rick,ERR20160406063658_001.jpg,Target cell,1680,62,1250
293,rick,ERR20160406063658_001.jpg,Schistocyte,1679,321,1417
294,rick,ERR20160406063658_001.jpg,Schistocyte,1678,1030,1769
295,rick,ERR20160406063658_001.jpg,Dacrocyte,1677,1742,1567
296,rick,ERR20160406063658_001.jpg,Schistocyte,1676,1525,1609
297,rick,ERR20160406063658_001.jpg,Schistocyte,1675,1437,1685
298,rick,ERR20160406063658_001.jpg,Schistocyte,1674,1541,1726
299,rick,ERR20160406063658_001.jpg,Schistocyte,1673,1734,1622
300,rick,ERR20160406063658_001.jpg,Schistocyte,1672,2159,1612
301,rick,ERR20160406063658_001.jpg,Schistocyte,1671,2782,1581
302,rick,ERR20160406063658_001.jpg,Target cell,1670,2625,1836
303,rick,ERR20160406063658_001.jpg,Target cell,1669,2498,1700
304,rick,ERR20160406063658_001.jpg,Target cell,1668,2490,1833
305,rick,ERR20160406063658_001.jpg,Target cell,1667,2708,2054
306,rick,ERR20160406063658_001.jpg,Target cell,1666,2668,1935
307,rick,ERR20160406063658_001.jpg,Target cell,1665,2631,1734
308,rick,ERR20160406063658_001.jpg,Schistocyte,1663,2363,1789
309,rick,ERR20160406063658_001.jpg,Schistocyte,1662,1910,1933
310,rick,ERR20160406063658_001.jpg,Schistocyte,1661,1624,1871
311,rick,ERR20160406063658_001.jpg,Schistocyte,1660,1319,1980
312,rick,ERR20160406063658_001.jpg,Schistocyte,1659,58,1741
313,rick,ERR20160406063658_001.jpg,Target cell,1658,217,1721
314,rick,ERR20160406063658_001.jpg,Target cell,1657,263,1702
315,rick,ERR20160406063658_001.jpg,Target cell,1656,57,1833
316,rick,ERR20160406063658_001.jpg,Target cell,1655,251,1936
317,rick,ERR20160406063658_001.jpg,Schistocyte,1654,402,1859
318,rick,ERR20160406063658_001.jpg,Schistocyte,1653,158,2204
319,rick,ERR20160406063658_001.jpg,Schistocyte,1652,1183,2092
320,rick,ERR20160406063658_001.jpg,Schistocyte,1651,1077,2290
321,rick,ERR20160406063658_001.jpg,Schistocyte,1650,1108,2315
322,rick,ERR20160406063658_001.jpg,Target cell,1649,1289,2222
323,rick,ERR20160406063658_001.jpg,Target cell,1648,1389,2377
324,rick,ERR20160406063658_001.jpg,Schistocyte,1647,1890,2293
325,rick,ERR20160406063658_001.jpg,Schistocyte,1646,2792,2123
326,rick,ERR20160406063658_001.jpg,Schistocyte,1645,2745,2225
327,rick,ERR20160406063658_001.jpg,Schistocyte,1644,2563,2175
328,rick,ERR20160406063658_001.jpg,Schistocyte,1643,2683,2325
329,rick,ERR20160406063658_001.jpg,Schistocyte,1642,2662,2401
330,rick,ERR20160406063658_001.jpg,Schistocyte,1641,1717,2397
331,rick,ERR20160406063658_001.jpg,Target cell,1640,978,2405
332,rick,ERR20160406063658_001.jpg,Schistocyte,1639,685,2396
333,rick,ERR20160406063658_001.jpg,Schistocyte,1638,535,2355
334,rick,ERR20160406063658_001.jpg,Schistocyte,1637,435,2453
335,rick,ERR20160406063658_001.jpg,Schistocyte,1636,227,2612
336,rick,ERR20160406063658_001.jpg,Dacrocyte,1635,357,2675
337,rick,ERR20160406063658_001.jpg,Dacrocyte,1634,932,2640
338,rick,ERR20160406063658_001.jpg,Schistocyte,1633,1171,2669
339,rick,ERR20160406063658_001.jpg,Schistocyte,1632,1363,2634
340,rick,ERR20160406063658_001.jpg,Schistocyte,1631,1450,2539
341,rick,ERR20160406063658_001.jpg,Schistocyte,1630,2111,2510
342,rick,ERR20160406063658_001.jpg,Schistocyte,1629,2331,2540
343,rick,ERR20160406063658_001.jpg,Dacrocyte,1628,2063,2726
344,rick,ERR20160406063658_001.jpg,Schistocyte,1627,1968,2774
345,rick,ERR20160406063658_001.jpg,Schistocyte,1626,1521,2813
346,rick,ERR20160406063658_001.jpg,Schistocyte,1625,885,2846
347,rick,ERR20160406063658_001.jpg,Schistocyte,1624,762,2781
348,rick,ERR20160406063658_001.jpg,Schistocyte,1623,350,2730
349,rick,ERR20160406063658_001.jpg,Schistocyte,1622,384,2742
350,rick,ERR20160406063658_001.jpg,Schistocyte,1621,273,2727
351,rick,ERR20160406063658_001.jpg,Target cell,1620,1595,2214
352,rick,ERR20160406063658_001.jpg,Target cell,1619,2148,2267
353,rick,ERR20160406063658_001.jpg,Target cell,1618,2394,2244
354,rick,ERR20160406063658_001.jpg,Target cell,1617,2370,2786
355,rick,ERR20160406063658_001.jpg,Target cell,1616,2335,2706
356,rick,ERR20160406063658_001.jpg,Target cell,1615,2037,2507
357,rick,ERR20160406063658_001.jpg,Target cell,1614,2050,2565
358,rick,ERR20160406063658_001.jpg,Target cell,1613,1385,2735
359,rick,ERR20160406063658_001.jpg,Target cell,1612,1455,2759
360,rick,ERR20160406063658_001.jpg,Target cell,1611,1378,2529
361,rick,ERR20160406063658_001.jpg,Target cell,1610,749,2840
362,rick,ERR20160406063658_001.jpg,Target cell,1609,467,2833
363,rick,ERR20160406063658_001.jpg,Target cell,1608,539,2833
364,rick,ERR20160406063658_001.jpg,Target cell,1607,38,2771
365,rick,ERR20160406063658_001.jpg,Target cell,1606,237,2737
366,rick,ERR20160406063658_001.jpg,Target cell,1605,192,2650
367,rick,ERR20160406063658_001.jpg,Target cell,1604,509,2220
368,rick,ERR20160406063658_001.jpg,Target cell,1603,427,2275
369,rick,ERR20160406063658_001.jpg,Target cell,1602,190,2056
370,rick,ERR20160406063658_001.jpg,Target cell,1601,213,2009
371,rick,ERR20160406063658_001.jpg,Target cell,1600,1375,1795
372,rick,ERR20160406063658_001.jpg,Target cell,1599,1391,1601
373,rick,ERR20160406063658_001.jpg,Target cell,1598,1573,1587
374,rick,ERR20160406063658_001.jpg,NORMAL,1597,1575,1459
375,rick,ERR20160406063658_001.jpg,Target cell,1596,1778,1490
376,rick,ERR20160406063658_001.jpg,Target cell,1595,2804,1182
377,rick,ERR20160406063658_001.jpg,Target cell,1594,2281,1086
378,rick,ERR20160406063658_001.jpg,Target cell,1593,2145,1054
379,rick,ERR20160406063658_001.jpg,Target cell,1592,2219,1007
380,rick,ERR20160406063658_001.jpg,Target cell,1591,1649,770
381,rick,ERR20160406063658_001.jpg,Target cell,1590,1491,850
382,rick,ERR20160406063658_001.jpg,Target cell,1589,1220,1022
383,rick,ERR20160406063658_001.jpg,Target cell,1588,684,944
384,rick,ERR20160406063658_001.jpg,Target cell,1587,451,1104
385,rick,ERR20160406063658_001.jpg,Target cell,1586,493,1016
386,rick,ERR20160406063658_001.jpg,Target cell,1585,261,1037
387,rick,ERR20160406063658_001.jpg,Target cell,1584,185,1072
388,rick,ERR20160406063658_001.jpg,Target cell,1583,403,907
389,rick,ERR20160406063658_001.jpg,Target cell,1582,360,911
390,rick,ERR20160406063658_001.jpg,Target cell,1581,219,532
391,rick,ERR20160406063658_001.jpg,Target cell,1580,264,552
392,rick,ERR20160406063658_001.jpg,Target cell,1579,727,789
393,rick,ERR20160406063658_001.jpg,Target cell,1578,777,609
394,rick,ERR20160406063658_001.jpg,Target cell,1577,1081,809
395,rick,ERR20160406063658_001.jpg,Target cell,1576,1209,741
396,rick,ERR20160406063658_001.jpg,Target cell,1575,1028,677
397,rick,ERR20160406063658_001.jpg,Target cell,1574,1205,519
398,rick,ERR20160406063658_001.jpg,Target cell,1573,2035,282
399,rick,ERR20160406063658_001.jpg,Target cell,1572,1912,365
400,rick,ERR20160406063658_001.jpg,Target cell,1571,1760,444
401,rick,ERR20160406063658_001.jpg,Target cell,1570,1605,573
402,rick,ERR20160406063658_001.jpg,Target cell,1569,1595,704
403,rick,ERR20160406063658_001.jpg,Target cell,1568,2145,460
