,annotator,image,label,pk,x,y
38,rick,Ecchinocyte,Acanthocyte,2860,2271,1195
39,rick,Ecchinocyte,Acanthocyte,2859,2434,2832
40,rick,Ecchinocyte,Acanthocyte,2858,1840,2676
41,rick,Ecchinocyte,Acanthocyte,2857,1461,1596
42,rick,Ecchinocyte,Acanthocyte,2856,848,1457
43,rick,Ecchinocyte,Acanthocyte,2855,620,1474
44,rick,Ecchinocyte,Acanthocyte,2854,703,1714
45,tommy,Ecchinocyte,Acanthocyte,2706,2160,754
46,tommy,Ecchinocyte,Schistocyte,2705,2707,915
47,tommy,Ecchinocyte,Echinocyte,2704,1714,492
48,tommy,Ecchinocyte,Echinocyte,2703,2189,135
49,tommy,Ecchinocyte,Echinocyte,2702,1964,165
50,tommy,Ecchinocyte,Echinocyte,2701,1900,194
51,tommy,Ecchinocyte,Echinocyte,2700,2130,537
52,tommy,Ecchinocyte,Echinocyte,2699,1924,285
53,tommy,Ecchinocyte,Echinocyte,2698,1943,385
54,tommy,Ecchinocyte,Acanthocyte,2695,2237,471
55,tommy,Ecchinocyte,Acanthocyte,2694,1950,652
56,tommy,Ecchinocyte,Acanthocyte,2693,2820,1048
57,tommy,Ecchinocyte,Acanthocyte,2692,2580,1194
58,tommy,Ecchinocyte,Echinocyte,2691,2364,1182
59,tommy,Ecchinocyte,Echinocyte,2690,2410,1221
60,tommy,Ecchinocyte,Acanthocyte,2689,2274,1190
61,tommy,Ecchinocyte,Acanthocyte,2688,1307,941
62,tommy,Ecchinocyte,Echinocyte,2687,1400,1181
63,tommy,Ecchinocyte,Echinocyte,2686,1359,1202
64,tommy,Ecchinocyte,Echinocyte,2685,1666,1280
65,tommy,Ecchinocyte,Echinocyte,2684,1493,1355
66,tommy,Ecchinocyte,Echinocyte,2683,1443,1318
67,tommy,Ecchinocyte,Echinocyte,2682,1633,1440
68,tommy,Ecchinocyte,Echinocyte,2681,1241,1568
69,tommy,Ecchinocyte,Echinocyte,2680,1214,1591
70,tommy,Ecchinocyte,Schistocyte,2679,1813,1645
71,tommy,Ecchinocyte,Schistocyte,2678,1690,1704
72,tommy,Ecchinocyte,Schistocyte,2677,1477,2055
73,tommy,Ecchinocyte,Echinocyte,2676,2144,1804
74,tommy,Ecchinocyte,Acanthocyte,2674,2257,1822
75,tommy,Ecchinocyte,Acanthocyte,2673,2196,1894
76,tommy,Ecchinocyte,Acanthocyte,2672,1971,2198
77,tommy,Ecchinocyte,Acanthocyte,2671,2094,2020
78,tommy,Ecchinocyte,Echinocyte,2670,1386,2454
79,tommy,Ecchinocyte,Echinocyte,2669,2090,2430
80,tommy,Ecchinocyte,Echinocyte,2668,1979,2414
81,tommy,Ecchinocyte,Echinocyte,2667,1917,2477
82,tommy,Ecchinocyte,Echinocyte,2666,1673,2257
83,tommy,Ecchinocyte,Echinocyte,2665,1753,2075
84,tommy,Ecchinocyte,Echinocyte,2664,1651,2114
85,tommy,Ecchinocyte,Echinocyte,2663,1151,1844
86,tommy,Ecchinocyte,Echinocyte,2662,1384,1997
87,tommy,Ecchinocyte,Echinocyte,2661,1307,2034
88,tommy,Ecchinocyte,Echinocyte,2660,1119,2301
89,tommy,Ecchinocyte,Echinocyte,2659,1181,2587
90,tommy,Ecchinocyte,Echinocyte,2658,1523,2797
91,tommy,Ecchinocyte,Echinocyte,2657,661,2115
92,tommy,Ecchinocyte,Echinocyte,2656,141,2335
93,tommy,Ecchinocyte,Echinocyte,2655,1029,2524
94,tommy,Ecchinocyte,Schistocyte,2653,866,2851
95,tommy,Ecchinocyte,Echinocyte,2652,1140,2604
96,tommy,Ecchinocyte,Echinocyte,2651,1071,2678
97,tommy,Ecchinocyte,Schistocyte,2648,184,2661
98,tommy,Ecchinocyte,Acanthocyte,2647,319,2740
99,tommy,Ecchinocyte,Acanthocyte,2646,743,1958
100,tommy,Ecchinocyte,Echinocyte,2645,514,2134
101,tommy,Ecchinocyte,Echinocyte,2644,153,1577
102,tommy,Ecchinocyte,Acanthocyte,2643,74,1631
103,tommy,Ecchinocyte,Acanthocyte,2642,703,1704
104,tommy,Ecchinocyte,Acanthocyte,2641,634,1645
105,tommy,Ecchinocyte,Echinocyte,2640,464,1554
106,tommy,Ecchinocyte,Echinocyte,2639,429,1455
107,tommy,Ecchinocyte,Echinocyte,2638,31,1281
108,tommy,Ecchinocyte,Echinocyte,2637,87,1412
109,tommy,Ecchinocyte,Echinocyte,2636,729,1085
110,tommy,Ecchinocyte,Echinocyte,2635,749,1160
111,tommy,Ecchinocyte,Echinocyte,2634,566,1257
112,tommy,Ecchinocyte,Echinocyte,2633,467,77
113,tommy,Ecchinocyte,Echinocyte,2632,363,114
114,tommy,Ecchinocyte,Echinocyte,2631,167,247
115,tommy,Ecchinocyte,Echinocyte,2630,606,428
116,tommy,Ecchinocyte,Acanthocyte,2629,656,421
117,tommy,Ecchinocyte,Echinocyte,2628,574,468
118,tommy,Ecchinocyte,Acanthocyte,2627,616,605
119,tommy,Ecchinocyte,Acanthocyte,2626,813,811
120,tommy,Ecchinocyte,Echinocyte,2625,1620,910
121,tommy,Ecchinocyte,Echinocyte,2624,1449,898
122,tommy,Ecchinocyte,Echinocyte,2623,1384,467
123,tommy,Ecchinocyte,Echinocyte,2622,1030,431
124,tommy,Ecchinocyte,Echinocyte,2621,1296,722
125,tommy,Ecchinocyte,Echinocyte,2620,1304,525
126,tommy,Ecchinocyte,Echinocyte,2619,1290,641
127,tommy,Ecchinocyte,Echinocyte,2618,729,597
128,tommy,Ecchinocyte,Echinocyte,2617,1179,547
129,tommy,Ecchinocyte,Echinocyte,2616,1089,19
130,tommy,Ecchinocyte,Echinocyte,2615,1054,51
131,tommy,Ecchinocyte,Echinocyte,2614,951,122
132,tommy,Ecchinocyte,Echinocyte,2613,948,1662
133,tommy,Ecchinocyte,Echinocyte,2612,657,1887
134,tommy,Ecchinocyte,Echinocyte,2611,468,1917
135,tommy,Ecchinocyte,Echinocyte,2610,936,2425
136,tommy,Ecchinocyte,Echinocyte,2609,394,2405
137,tommy,Ecchinocyte,Echinocyte,2608,531,2313
138,tommy,Ecchinocyte,Echinocyte,2607,1009,2244
139,tommy,Ecchinocyte,Echinocyte,2606,1221,2214
140,tommy,Ecchinocyte,Echinocyte,2605,1443,2274
141,tommy,Ecchinocyte,Echinocyte,2604,1409,2308
142,tommy,Ecchinocyte,Acanthocyte,2603,1384,2334
143,tommy,Ecchinocyte,Acanthocyte,2602,597,2591
144,tommy,Ecchinocyte,Acanthocyte,2601,490,2576
145,tommy,Ecchinocyte,Acanthocyte,2600,351,2581
146,tommy,Ecchinocyte,Elliptocyte,2599,364,2342
147,tommy,Ecchinocyte,Echinocyte,2598,457,973
148,tommy,Ecchinocyte,Echinocyte,2597,321,924
149,tommy,Ecchinocyte,Echinocyte,2596,371,739
150,tommy,Ecchinocyte,Echinocyte,2595,415,858
151,tommy,Ecchinocyte,Echinocyte,2594,741,815
152,tommy,Ecchinocyte,Echinocyte,2593,781,985
153,tommy,Ecchinocyte,Echinocyte,2592,686,978
154,tommy,Ecchinocyte,Echinocyte,2591,254,1167
